Day Pass Purchased,3-Day Pass Purchased,7-Day Pass Purchased,Total Annual Members,Annual Sign-Ups,Cumulative trips,Daily Trips,Date,Total Miles,Daily Miles
1349,0,72,157296,70,23103784,25300,11/14/2015,42144598,50403
1497,0,78,157392,96,23129775,25991,11/15/2015,42199334,54736
833,0,105,157491,99,23170691,40916,11/16/2015,42277723,78389
488,0,66,157570,79,23209630,38939,11/17/2015,42345874,68151
498,0,82,157628,58,23251116,41486,11/18/2015,42418904,73030
167,0,37,157666,38,23273006,21890,11/19/2015,42455788,36884
890,0,73,157702,36,23311211,38205,11/20/2015,42526980,71192
1572,0,65,157731,29,23339249,28038,11/21/2015,42583268,56288
905,0,39,157781,50,23362593,23344,11/22/2015,42628011,44743
382,0,43,157830,49,23392729,30136,11/23/2015,42679823,51812
392,0,43,157870,40,23424947,32218,11/24/2015,42733804,53981
636,0,54,157893,23,23455242,30295,11/25/2015,42789308,55504
1436,0,61,157907,14,23468533,13291,11/26/2015,42825264,35956
1859,0,78,157929,22,23491362,22829,11/27/2015,42876606,51342
1061,0,45,157952,23,23507194,15832,11/28/2015,42908802,32196
888,0,45,157997,45,23525647,18453,11/29/2015,42945656,36854
346,0,62,158047,50,23555868,30221,11/30/2015,42998330,52674
61,0,22,158067,20,23574267,18399,12/1/2015,43027603,29273
138,0,29,158096,29,23598049,23782,12/2/2015,43067087,39484
348,0,42,158130,34,23631966,33917,12/3/2015,43126271,59184
549,0,60,158157,27,23666703,34737,12/4/2015,43187988,61717
1638,0,66,158183,26,23693058,26355,12/5/2015,43244215,56227
1321,0,53,158214,31,23718000,24942,12/6/2015,43296700,52485
554,0,84,158251,37,23752139,34139,12/7/2015,43357629,60929
411,0,69,158284,33,23787753,35614,12/8/2015,43417248,59619
355,0,33,158317,33,23823058,35305,12/9/2015,43477202,59954
638,0,67,158357,40,23862157,39099,12/10/2015,43547127,69925
822,0,63,158388,31,23901216,39059,12/11/2015,43619280,72153
2192,0,51,158427,39,23933172,31956,12/12/2015,43688138,68858
2470,0,68,158468,41,23965173,32001,12/13/2015,43761001,72863
606,0,56,158529,61,23997691,32518,12/14/2015,43818196,57195
606,0,54,158572,43,24036351,38660,12/15/2015,43885949,67753
436,0,50,158617,45,24071994,35643,12/16/2015,43946960,61011
120,0,26,158643,26,24093954,21960,12/17/2015,43981993,35033
384,0,38,158671,28,24124653,30699,12/18/2015,44033263,51270
527,0,31,158692,21,24142429,17776,12/19/2015,44064258,30995
604,0,36,158732,40,24159458,17029,12/20/2015,44094882,30624
494,0,29,158772,40,24189258,29800,12/21/2015,44149255,54373
274,0,26,158793,21,24212199,22941,12/22/2015,44188665,39410
172,0,19,158825,32,24227016,14817,12/23/2015,44216893,28228
660,0,64,158844,19,24245461,18445,12/24/2015,44252124,35231
2171,0,84,158883,39,24257792,12331,12/25/2015,44289953,37829
1021,0,96,158933,50,24271704,13912,12/26/2015,44320643,30690
1064,0,83,158993,60,24284880,13176,12/27/2015,44350739,30096
756,0,69,159046,53,24303769,18889,12/28/2015,44390628,39889
211,0,36,159081,35,24317116,13347,12/29/2015,44415079,24451
888,0,57,159148,67,24339592,22476,12/30/2015,44458815,43736
1072,0,54,159215,67,24359967,20375,12/31/2015,44498847,40032
919,0,51,159362,147,24371025,11009,1/1/2016,44606414,24429
877,0,34,159403,41,24385612,14587,1/2/2016,44635507,29093
784,0,27,159459,56,24401111,15499,1/3/2016,44665123,29616
166,0,33,159502,43,24420704,19593,1/4/2016,44701295,36172
121,0,22,159534,32,24438757,18053,1/5/2016,44733344,32049
265,0,27,159564,30,24463326,24569,1/6/2016,44774340,40996
318,0,24,159588,24,24491099,27773,1/7/2016,44820326,45986
364,0,28,159621,33,24519808,28709,1/8/2016,44867387,47061
632,0,20,159654,33,24540654,20846,1/9/2016,44904728,37341
391,0,18,159682,28,24554929,14275,1/10/2016,44930132,25404
155,0,32,159731,49,24577866,22937,1/11/2016,44967525,37393
151,0,23,159761,30,24603077,25211,1/12/2016,45006483,38958
82,0,15,159792,31,24624210,21133,1/13/2016,45038091,31608
123,0,29,159813,21,24647990,23780,1/14/2016,45075386,37295
379,0,27,159841,28,24676425,28435,1/15/2016,45121379,45993
803,0,37,159885,44,24695603,19178,1/16/2016,45157170,35791
387,0,22,159910,25,24707627,12024,1/17/2016,45177657,20487
123,0,13,159931,21,24720345,12718,1/18/2016,45197655,19998
64,0,12,159957,26,24737626,17281,1/19/2016,45224621,26966
126,0,11,159972,15,24761045,23419,1/20/2016,45260098,35477
133,0,15,159991,19,24784716,23671,1/21/2016,45296146,36048
115,0,6,160004,13,24805666,20950,1/22/2016,45327490,31344
0,0,0,160005,1,24805666,0,1/23/2016,45327490,0
0,0,0,160013,8,24805666,0,1/24/2016,45327490,0
0,0,0,160020,7,24805666,0,1/25/2016,45327490,0
0,0,0,160028,8,24805666,0,1/26/2016,45327490,0
54,0,6,160039,11,24812426,6760,1/27/2016,45341188,13698
81,0,9,160053,14,24824370,11944,1/28/2016,45363502,22314
118,0,27,160064,11,24840398,16028,1/29/2016,45390398,26896
328,0,23,160084,20,24853362,12964,1/30/2016,45413748,23350
533,0,17,160118,34,24869474,16112,1/31/2016,45445028,31280
202,0,31,160160,42,24893808,24334,2/1/2016,45487408,42380
280,0,31,160189,29,24922335,28527,2/2/2016,45535150,47742
63,0,12,160216,27,24938538,16203,2/3/2016,45559375,24225
304,0,24,160247,31,24966303,27765,2/4/2016,45606833,47458
102,0,7,160257,10,24979972,13669,2/5/2016,45632371,25538
586,0,35,160280,23,24996905,16933,2/6/2016,45671153,38782
622,0,30,160316,36,25014510,17605,2/7/2016,45702677,31524
80,0,20,160335,19,25033536,19026,2/8/2016,45731325,28648
156,0,9,160364,29,25056276,22740,2/9/2016,45771523,40198
130,0,17,160395,31,25078694,22418,2/10/2016,45809925,38402
87,0,15,160425,30,25097441,18747,2/11/2016,45837708,27783
104,0,16,160450,25,25113886,16445,2/12/2016,45864851,27143
46,0,4,160459,9,25120511,6625,2/13/2016,45876440,11589
78,0,4,160468,9,25125163,4652,2/14/2016,45883374,6934
43,0,1,160480,12,25131046,5883,2/15/2016,45892121,8747
53,0,19,160505,25,25145271,14225,2/16/2016,45919923,27802
182,0,26,160528,23,25168843,23572,2/17/2016,45958227,38304
202,0,26,160550,22,25191104,22261,2/18/2016,45992658,34431
268,0,17,160568,18,25213063,21959,2/19/2016,46027975,35317
1710,0,50,160618,50,25237547,24484,2/20/2016,46081515,53540
1228,0,29,160685,67,25257599,20052,2/21/2016,46123160,41645
455,0,37,160749,64,25285832,28233,2/22/2016,46171397,48237
62,0,10,160784,35,25301965,16133,2/23/2016,46197776,26379
38,0,3,160814,30,25311726,9761,2/24/2016,46212770,14994
237,0,23,160849,35,25336828,25102,2/25/2016,46255477,42707
254,0,19,160887,38,25359402,22574,2/26/2016,46291578,36101
706,0,18,160910,23,25376628,17226,2/27/2016,46329161,37583
2335,0,43,160982,72,25402068,25440,2/28/2016,46390756,61595
376,0,58,161089,107,25430025,27957,2/29/2016,46438689,47933
470,0,66,161146,57,25460534,30509,3/1/2016,46493849,55160
235,0,35,161198,52,25486729,26195,3/2/2016,46537384,43535
215,0,22,161243,45,25510790,24061,3/3/2016,46575232,37848
150,0,16,161268,25,25528159,17369,3/4/2016,46604332,29100
785,0,46,161310,42,25546182,18023,3/5/2016,46641207,36875
837,0,40,161379,69,25565014,18832,3/6/2016,46677584,36377
633,0,58,161493,114,25596506,31492,3/7/2016,46733816,56232
723,0,98,161604,111,25633027,36521,3/8/2016,46801774,67958
1226,0,125,161732,128,25674516,41489,3/9/2016,46883436,81662
1271,0,111,161867,135,25716768,42252,3/10/2016,46965515,82079
1266,0,79,161987,120,25754961,38193,3/11/2016,47042151,76636
3247,0,105,162086,99,25787731,32770,3/12/2016,47123642,81491
2216,0,67,162214,128,25815280,27549,3/13/2016,47186856,63214
70,0,17,162289,75,25826210,10930,3/14/2016,47203354,16498
582,0,79,162380,91,25857805,31595,3/15/2016,47261076,57722
930,0,78,162482,102,25893872,36067,3/16/2016,47329789,68713
785,0,98,162583,101,25929262,35390,3/17/2016,47395142,65353
933,0,87,162670,87,25963909,34647,3/18/2016,47464264,69122
1411,0,69,162733,63,25987957,24048,3/19/2016,47513377,49113
633,0,40,162795,62,26004633,16676,3/20/2016,47543114,29737
428,0,57,162890,95,26031047,26414,3/21/2016,47587571,44457
705,0,99,163000,110,26064543,33496,3/22/2016,47649819,62248
1279,0,120,163136,136,26105524,40981,3/23/2016,47730108,80289
1045,0,101,163216,80,26142019,36495,3/24/2016,47797698,67590
1684,0,128,163320,104,26176110,34091,3/25/2016,47868223,70525
2834,0,108,163407,87,26203584,27474,3/26/2016,47935490,67267
2080,0,67,163501,94,26226065,22481,3/27/2016,47987952,52462
375,0,60,163589,88,26246409,20344,3/28/2016,48023500,35548
588,0,97,163681,92,26277890,31481,3/29/2016,48078567,55067
769,0,64,163770,89,26311564,33674,3/30/2016,48139831,61264
1141,0,91,163865,95,26349756,38192,3/31/2016,48219278,79447
1113,0,82,163963,98,26384204,34448,4/1/2016,48286873,67595
1193,0,63,164031,68,26406042,21838,4/2/2016,48333079,46206
448,0,31,164102,71,26421363,15321,4/3/2016,48361694,28615
49,0,19,164167,65,26433665,12302,4/4/2016,48381837,20143
341,0,56,164237,70,26459901,26236,4/5/2016,48425560,43723
443,0,37,164310,73,26489265,29364,4/6/2016,48474461,48901
280,0,65,164366,56,26519665,30400,4/7/2016,48529052,54591
542,0,51,164425,59,26550476,30811,4/8/2016,48582091,53039
346,0,21,164455,30,26563174,12698,4/9/2016,48603242,21151
1508,0,48,164536,81,26586402,23228,4/10/2016,48652432,49190
668,0,82,164632,96,26618450,32048,4/11/2016,48711638,59206
316,0,50,164703,71,26642215,23765,4/12/2016,48755142,43504
761,0,106,164790,87,26679753,37538,4/13/2016,48826930,71788
963,0,93,164885,95,26718255,38502,4/14/2016,48915208,88278
1273,0,118,164996,111,26757931,39676,4/15/2016,49002189,86981
3726,0,141,165139,143,26794079,36148,4/16/2016,49104417,102228
4348,0,190,165354,215,26832917,38838,4/17/2016,49220222,115805
1595,0,197,165576,222,26876906,43989,4/18/2016,49322952,102730
1130,0,184,165812,236,26922981,46075,4/19/2016,49430467,107515
1160,0,116,166002,190,26967523,44542,4/20/2016,49534716,104249
1307,0,149,166153,151,27013091,45568,4/21/2016,49639200,104484
4230,0,105,166319,166,27061897,48806,4/22/2016,49752756,113556
3309,0,155,166462,143,27095528,33631,4/23/2016,49849030,96274
4026,0,177,166692,230,27133390,37862,4/24/2016,49964162,115132
1698,0,170,166902,210,27175693,42303,4/25/2016,50065087,100925
741,0,97,167048,146,27210332,34639,4/26/2016,50140541,75454
1395,0,110,167196,148,27252263,41931,4/27/2016,50233813,93272
927,0,95,167311,115,27289691,37428,4/28/2016,50308670,74857
1051,0,122,167439,128,27324569,34878,4/29/2016,50386690,78020
4244,0,165,167638,199,27362827,38258,4/30/2016,50497466,110776
260,0,24,167721,83,27373524,10697,5/1/2016,50526486,29020
967,0,152,167842,121,27412060,38536,5/2/2016,50610904,84418
350,0,45,167987,145,27434918,22858,5/3/2016,50668556,57652
449,0,84,168111,124,27466537,31619,5/4/2016,50736518,67962
970,0,107,168262,151,27506440,39903,5/5/2016,50817268,80750
275,0,45,168326,64,27525300,18860,5/6/2016,50859337,42069
2293,0,133,168427,101,27556378,31078,5/7/2016,50938314,78977
2773,0,157,168582,155,27587575,31197,5/8/2016,51022778,84464
1389,0,195,168779,197,27633299,45724,5/9/2016,51125849,103071
876,0,133,168979,200,27678148,44849,5/10/2016,51215604,89755
1531,0,147,169209,230,27729329,51181,5/11/2016,51321743,106139
1971,0,169,169407,198,27781602,52273,5/12/2016,51437566,115823
855,0,92,169570,163,27813993,32391,5/13/2016,51505883,68317
4186,0,212,169769,199,27856056,42063,5/14/2016,51614690,108807
1865,0,116,169933,164,27884718,28662,5/15/2016,51679547,64857
1362,0,186,170102,169,27927505,42787,5/16/2016,51774338,94791
1012,0,154,170276,174,27970901,43396,5/17/2016,51855082,80744
1120,0,121,170465,189,28015704,44803,5/18/2016,51948402,93320
1471,151,0,170680,215,28064888,49184,5/19/2016,52052693,104291
2349,184,0,170960,280,28117432,52544,5/20/2016,52170885,118192
2174,138,0,171147,187,28147956,30524,5/21/2016,52243548,72663
3159,131,0,171349,202,28185760,37804,5/22/2016,52341818,98270
1549,177,0,171680,331,28234338,48578,5/23/2016,52450890,109072
696,98,0,171898,218,28269137,34799,5/24/2016,52519046,68156
1702,191,0,172154,256,28322578,53441,5/25/2016,52644849,125803
1646,195,0,172386,232,28374712,52134,5/26/2016,52769600,124751
1988,221,0,172638,252,28421655,46943,5/27/2016,52876368,106768
3634,296,0,172831,193,28455888,34233,5/28/2016,52972265,95897
4820,161,0,173090,259,28492769,36881,5/29/2016,53086334,114069
2782,134,0,173422,332,28525396,32627,5/30/2016,53180575,94241
1492,212,0,174137,715,28575170,49774,5/31/2016,53286634,106059
1513,156,0,174344,207,28629832,54662,6/1/2016,53413777,127143
1649,162,0,174516,172,28684233,54401,6/2/2016,53538695,124918
1023,118,0,174633,117,28723208,38975,6/3/2016,53623987,85292
3824,159,0,174797,164,28764181,40973,6/4/2016,53731597,107610
1133,57,0,174912,115,28786576,22395,6/5/2016,53785917,54320
1861,208,0,175118,206,28838706,52130,6/6/2016,53909796,123879
1331,127,0,175293,175,28890467,51761,6/7/2016,54024557,114761
673,74,0,175420,127,28932530,42063,6/8/2016,54114017,89460
1556,168,0,175557,137,28985415,52885,6/9/2016,54241602,127585
2022,207,0,175697,140,29038650,53235,6/10/2016,54360745,119143
3432,126,0,175901,204,29079630,40980,6/11/2016,54472529,111784
3335,173,0,176087,186,29120266,40636,6/12/2016,54590343,117814
1364,200,0,176273,186,29169335,49069,6/13/2016,54701063,110720
1471,153,0,176467,194,29224148,54813,6/14/2016,54817093,116030
1524,154,0,176711,244,29279197,55049,6/15/2016,54939290,122197
1104,144,0,176865,154,29325395,46198,6/16/2016,55039465,100175
2677,155,0,177053,188,29379631,54236,6/17/2016,55161136,121671
6432,158,0,177210,157,29428532,48901,6/18/2016,55305005,143869
5555,151,0,177370,160,29473802,45270,6/19/2016,55442563,137558
1488,211,0,177660,290,29526049,52247,6/20/2016,55562328,119765
1331,144,0,177895,235,29579613,53564,6/21/2016,55678543,116215
1476,157,0,178168,273,29635362,55749,6/22/2016,55798154,119611
1253,160,0,178354,186,29688568,53206,6/23/2016,55913416,115262
2142,224,0,178545,191,29742754,54186,6/24/2016,56036856,123440
4069,176,0,178715,170,29785754,43000,6/25/2016,56160671,123815
3784,156,0,178893,178,29828746,42992,6/26/2016,56278143,117472
1400,164,0,179061,168,29875769,47023,6/27/2016,56378396,100253
1099,114,0,179215,154,29925362,49593,6/28/2016,56478314,99918
1402,128,0,179403,188,29980244,54882,6/29/2016,56593107,114793
1571,141,0,179625,222,30035087,54843,6/30/2016,56718682,125575
1316,139,0,179756,131,30074752,39665,7/1/2016,56801553,82871
3596,314,0,179903,147,30110587,35835,7/2/2016,56912704,111151
4095,169,0,180016,113,30145934,35347,7/3/2016,57023820,111116
3826,155,0,180158,142,30180793,34859,7/4/2016,57133565,109745
1357,160,0,180338,180,30224529,43736,7/5/2016,57225672,92107
1288,153,0,180540,202,30275865,51336,7/6/2016,57334912,109240
1255,113,0,180725,185,30324589,48724,7/7/2016,57434887,99975
1258,152,0,180852,127,30368989,44400,7/8/2016,57526519,91632
2844,145,0,180990,138,30407127,38138,7/9/2016,57633878,107359
3280,137,0,181172,182,30449112,41985,7/10/2016,57757160,123282
1440,211,0,181381,209,30501965,52853,7/11/2016,57879420,122260
1472,192,0,181571,190,30558480,56515,7/12/2016,57999834,120414
1510,146,0,181748,177,30613951,55471,7/13/2016,58120863,121029
1326,126,0,181877,129,30664296,50345,7/14/2016,58229404,108541
1709,173,0,182016,139,30712854,48558,7/15/2016,58334105,104701
3281,122,0,182144,128,30751259,38405,7/16/2016,58437534,103429
3440,153,0,182314,170,30792605,41346,7/17/2016,58558169,120635
1062,154,0,182488,174,30836286,43681,7/18/2016,58655385,97216
1498,139,0,182624,136,30890873,54587,7/19/2016,58772191,116806
1601,158,0,182792,168,30948086,57213,7/20/2016,58900990,128799
1553,161,0,182950,158,31002918,54832,7/21/2016,59029466,128476
1701,176,0,183072,122,31052103,49185,7/22/2016,59135132,105666
2932,138,0,183177,105,31089625,37522,7/23/2016,59236942,101810
2966,114,0,183332,155,31129259,39634,7/24/2016,59350622,113680
920,150,0,183473,141,31164635,35376,7/25/2016,59435767,85145
1385,168,0,183595,122,31217539,52904,7/26/2016,59544550,108783
1403,132,0,183731,136,31271687,54148,7/27/2016,59660294,115744
1292,123,0,183846,115,31321821,50134,7/28/2016,59758988,98694
1441,162,0,183937,91,31359514,37693,7/29/2016,59840343,81355
2242,112,0,184039,102,31387294,27780,7/30/2016,59912540,72197
1641,82,0,184157,118,31414945,27651,7/31/2016,59982917,70377
1359,166,0,184325,168,31464340,49395,8/1/2016,60084051,101134
1636,181,0,184558,233,31521084,56744,8/2/2016,60200238,116187
1827,143,0,184766,208,31578076,56992,8/3/2016,60318608,118370
1778,148,0,184960,194,31634663,56587,8/4/2016,60437171,118563
2012,185,0,185186,226,31687949,53286,8/5/2016,60553705,116534
4159,153,0,185436,250,31732158,44209,8/6/2016,60678893,125188
3856,149,0,185682,246,31775789,43631,8/7/2016,60795076,116183
1753,184,0,185956,274,31828040,52251,8/8/2016,60910923,115847
1701,165,0,186223,267,31884141,56101,8/9/2016,61025815,114892
1158,109,0,186401,178,31934241,50100,8/10/2016,61127576,101761
1238,152,0,186596,195,31981661,47420,8/11/2016,61221215,93639
1467,144,0,186771,175,32026390,44729,8/12/2016,61311900,90685
3333,125,0,186990,219,32065293,38903,8/13/2016,61411935,100035
2154,91,0,187173,183,32098254,32961,8/14/2016,61485990,74055
1417,175,0,187394,221,32147310,49056,8/15/2016,61593295,107305
1295,164,0,187601,207,32197721,50411,8/16/2016,61696305,103010
1430,138,0,187820,219,32251704,53983,8/17/2016,61809888,113583
1459,163,0,187998,178,32304913,53209,8/18/2016,61924929,115041
1862,175,0,188186,188,32356571,51658,8/19/2016,62035652,110723
4385,167,0,188499,313,32402379,45808,8/20/2016,62174516,138864
2664,127,0,188725,226,32437420,35041,8/21/2016,62271457,96941
1679,192,0,188996,271,32491621,54201,8/22/2016,62390452,118995
1675,170,0,189297,301,32550286,58665,8/23/2016,62517464,127012
1597,160,0,189577,280,32608420,58134,8/24/2016,62644530,127066
1436,169,0,189856,279,32661900,53480,8/25/2016,62756515,111985
1878,197,0,190156,300,32713926,52026,8/26/2016,62868520,112005
3767,173,0,190480,324,32759599,45673,8/27/2016,62989098,120578
3560,159,0,190844,364,32804238,44639,8/28/2016,63110154,121056
1530,174,0,191255,411,32857517,53279,8/29/2016,63225255,115101
1510,160,0,191713,458,32914909,57392,8/30/2016,63346353,121098
1320,136,0,192380,667,32972109,57200,8/31/2016,63465168,118815
714,104,0,192592,212,33010283,38174,9/1/2016,63542583,77415
2314,252,0,192814,222,33063282,52999,9/2/2016,63669373,126790
4009,268,0,193055,241,33104911,41629,9/3/2016,63786849,117476
5467,185,0,193326,271,33150931,46020,9/4/2016,63927196,140347
3778,190,0,193677,351,33196362,45431,9/5/2016,64045218,118022
1018,178,0,194065,388,33248794,52432,9/6/2016,64153961,108743
1328,199,0,194396,331,33309072,60278,9/7/2016,64284352,130391
1511,179,0,194674,278,33370623,61551,9/8/2016,64414611,130259
1582,178,0,194908,234,33427427,56804,9/9/2016,64532824,118213
3549,229,0,195189,281,33475881,48454,9/10/2016,64660076,127252
3572,216,0,195499,310,33528119,52238,9/11/2016,64796429,136353
1620,225,0,195832,333,33589202,61083,9/12/2016,64923876,127447
1462,198,0,196122,290,33654020,64818,9/13/2016,65059242,135366
1369,157,0,196388,266,33712948,58928,9/14/2016,65180753,121511
1612,240,0,196637,249,33780260,67312,9/15/2016,65321189,140436
2047,225,0,196886,249,33845517,65257,9/16/2016,65466643,145454
5117,210,0,197163,277,33904716,59199,9/17/2016,65620680,154037
3191,159,0,197449,286,33956401,51685,9/18/2016,65752468,131788
555,101,0,197620,171,33990606,34205,9/19/2016,65819648,67180
1454,200,0,197880,260,34055487,64881,9/20/2016,65954733,135085
1566,182,0,198118,238,34120940,65453,9/21/2016,66097089,142356
1681,207,0,198363,245,34188702,67762,9/22/2016,66243459,146370
2053,248,0,198577,214,34254201,65499,9/23/2016,66385917,142458
3990,212,0,198827,250,34307459,53258,9/24/2016,66523272,137355
3871,169,0,199198,371,34361022,53563,9/25/2016,66666584,143312
1375,170,0,199480,282,34422142,61120,9/26/2016,66794595,128011
1175,150,0,199739,259,34483476,61334,9/27/2016,66916942,122347
931,107,0,199989,250,34542932,59456,9/28/2016,67037014,120072
808,131,0,200201,212,34598482,55550,9/29/2016,67141378,104364
175,20,0,200447,246,34619850,21368,9/30/2016,67186572,45194
2017,133,0,200544,97,"34,659,659",39809,10/1/2016,"67,278,343",91771
2147,119,0,200664,120,"34,700,677",41018,10/2/2016,"67,378,768",100425
1514,183,0,200829,165,"34,757,046",56369,10/3/2016,"67,495,450",116682
1035,144,0,200954,125,"34,817,242",60196,10/4/2016,"67,619,001",123551
1240,160,0,201115,161,"34,882,273",65031,10/5/2016,"67,745,943",126942
1580,205,0,201234,119,"34,949,853",67580,10/6/2016,"67,883,510",137567
2398,222,0,201369,135,"35,015,734",65881,10/7/2016,"68,026,122",142612
2002,160,0,201485,116,"35,050,358",34624,10/8/2016,"68,112,940",86818
713,56,0,201539,54,"35,072,045",21687,10/9/2016,"68,159,274",46334
2013,163,0,201664,125,"35,124,293",52248,10/10/2016,"68,266,761",107487
1172,142,0,201761,97,"35,183,047",58754,10/11/2016,"68,379,989",113228
1170,153,0,201880,119,"35,240,544",57497,10/12/2016,"68,499,840",119851
1064,168,0,201984,104,"35,301,753",61209,10/13/2016,"68,617,363",117523
1592,183,0,202090,106,"35,362,314",60561,10/14/2016,"68,740,363",123000
3904,207,0,202215,125,"35,414,305",51991,10/15/2016,"68,878,596",138233
3195,172,0,202343,128,"35,463,171",48866,10/16/2016,"69,005,146",126550
1447,236,0,202502,159,"35,525,820",62649,10/17/2016,"69,137,277",132131
1656,194,0,202653,151,"35,594,044",68224,10/18/2016,"69,280,912",143635
1902,164,0,202772,119,"35,663,802",69758,10/19/2016,"69,426,259",145347
1377,198,0,202893,121,"35,727,470",63668,10/20/2016,"69,557,945",131686
724,102,0,202960,67,"35,768,335",40865,10/21/2016,"69,638,732",80787
658,45,0,203019,59,"35,793,636",25301,10/22/2016,"69,694,289",55557
2616,134,0,203137,118,"35,835,098",41462,10/23/2016,"69,794,167",99878
1145,146,0,203269,132,"35,890,352",55254,10/24/2016,"69,901,060",106893
716,102,0,203349,80,"35,943,019",52667,10/25/2016,"69,997,908",96848
809,85,0,203410,61,"35,995,485",52466,10/26/2016,"70,101,778",103870
101,23,0,203449,39,"36,016,539",21054,10/27/2016,"70,141,438",39660
766,111,0,203492,43,"36,062,772",46233,10/28/2016,"70,231,295",89857
2615,153,0,203579,87,"36,105,285",42513,10/29/2016,"70,334,569",103274
2971,114,0,203697,118,"36,143,045",37760,10/30/2016,"70,442,141",107572
1090,123,0,203787,90,"36,193,116",50071,10/31/2016,"70,550,016",107875
868,105,0,203888,101,"36,249,060",55944,11/1/2016,"70,660,072",110056
1242,141,0,203993,105,"36,311,193",62133,11/2/2016,"70,793,330",133258
943,174,0,204108,115,"36,370,825",59632,11/3/2016,"70,918,003",124673
1538,207,0,204195,87,"36,428,692",57867,11/4/2016,"71,044,510",126507
3416,177,0,204301,106,"36,477,379",48687,11/5/2016,"71,173,149",128639
2293,97,0,204428,127,"36,516,792",39413,11/6/2016,"71,277,335",104186
972,119,0,204520,92,"36,566,675",49883,11/7/2016,"71,383,819",106484
1137,107,0,204616,96,"36,623,264",56589,11/8/2016,"71,507,537",123718
257,40,0,204660,44,"36,661,314",38050,11/9/2016,"71,583,420",75883
813,139,0,204728,68,"36,712,177",50863,11/10/2016,"71,694,892",111472
1248,165,0,204802,74,"36,758,003",45826,11/11/2016,"71,799,913",105021
1916,114,0,204865,63,"36,792,667",34664,11/12/2016,"71,886,881",86968
2076,95,0,204958,93,"36,829,473",36806,11/13/2016,"71,982,560",95679
728,97,0,205034,76,"36,878,283",48810,11/14/2016,"72,096,150",113590
105,16,0,205073,39,36901167,22884,11/15/2016,72144947,48797
703,113,0,205170,97,36954495,53328,11/16/2016,72252778,107831
711,106,0,205231,61,37008384,53889,11/17/2016,72362196,109418
1051,125,0,205286,55,37061754,53370,11/18/2016,72471998,109802
2272,87,0,205376,90,37102962,41208,11/19/2016,72570019,98021
350,34,0,205407,31,37123578,20616,11/20/2016,72615791,45772
148,38,0,205449,42,37156542,32964,11/21/2016,72685545,69754
290,35,0,205479,30,37193265,36723,11/22/2016,72758137,72592
481,56,0,205501,22,37227727,34462,11/23/2016,72831142,73005
641,73,0,205518,17,37239849,12122,11/24/2016,72873485,42343
1011,67,0,205545,27,37260829,20980,11/25/2016,72935929,62444
1356,44,0,205572,27,37284639,23810,11/26/2016,73001583,65654
945,31,0,205607,35,37308715,24076,11/27/2016,73075964,74381
485,42,0,205667,60,37350801,42086,11/28/2016,73159264,83300
48,9,0,205696,29,37365385,14584,11/29/2016,73190253,30989
117,10,0,205729,33,37389819,24434,11/30/2016,73242677,52424
389,58,0,205762,33,37433053,43233,12/1/2016,73332916,90239
440,52,0,205794,32,37475411,42358,12/2/2016,73422008,89092
854,58,0,205824,30,37505264,29853,12/3/2016,73492861,70853
930,28,0,205857,33,37532718,27454,12/4/2016,73564590,71729
278,38,0,205897,40,37568645,35927,12/5/2016,73644804,80214
228,26,0,205939,42,37601970,33325,12/6/2016,73711991,67187
270,18,0,205967,28,37639980,38010,12/7/2016,73788596,76605
235,23,0,205998,31,37679601,39621,12/8/2016,73860815,72219
214,31,0,206021,23,37713141,33540,12/9/2016,73924765,63950
490,20,0,206033,12,37735520,22379,12/10/2016,73977481,52716
287,6,0,206049,16,37753318,17798,12/11/2016,74019221,41740
175,14,0,206066,17,37782353,29035,12/12/2016,74077922,58701
299,21,0,206090,24,37821376,39023,12/13/2016,74146780,68858
257,16,0,206130,40,37859175,37799,12/14/2016,74218578,71798
80,13,0,206145,15,37884177,25002,12/15/2016,74264418,45840
139,11,0,206171,26,37908661,24484,12/16/2016,74312706,48288
36,7,0,206176,5,37915654,6993,12/17/2016,74335069,22363
168,14,0,206200,24,37931949,16295,12/18/2016,74373528,38459
119,12,0,206225,25,37957597,25648,12/19/2016,74423933,50405
202,22,0,206250,25,37985274,27677,12/20/2016,74474341,50408
244,20,0,206270,20,38015885,30611,12/21/2016,74530087,55746
302,18,0,206293,23,38046759,30874,12/22/2016,74586528,56441
399,27,0,206320,27,38073094,26335,12/23/2016,74639846,53318
147,10,0,206334,14,38081108,8014,12/24/2016,74667879,28033
1052,43,0,206369,35,38091027,9919,12/25/2016,74706088,38209
315,27,0,206400,31,38101801,10774,12/26/2016,74738534,32446
960,68,0,206450,50,38127747,25946,12/27/2016,74799913,61379
619,38,0,206476,26,38151343,23596,12/28/2016,74852850,52937
104,8,0,206503,27,38164545,13202,12/29/2016,74882481,29631
641,49,0,206543,40,38185911,21366,12/30/2016,74928224,45743
798,33,0,206585,42,38201836,15925,12/31/2016,74975034,46810
1237,33,0,206624,39,38217845,16009,1/1/2017,75025795,50761
142,15,0,206675,51,38226766,8921,1/2/2017,75047340,21545
42,15,0,206728,53,38240964,14198,1/3/2017,75073219,25879
475,29,0,206778,50,38275003,34039,1/4/2017,75143185,69966
214,17,0,206845,67,38303396,28393,1/5/2017,75195631,52446
